order,pid,ms_subclass,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,saleprice,ms_zoning,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,heating_qc,central_air,electrical,kitchen_qual,functional,fireplace_qu,garage_type,garage_finish,garage_qual,garage_cond,paved_drive,pool_qc,fence,misc_feature,sale_type,sale_condition
3.478252651901812,526522356.99934375,58.657771910469116,74.7238499529142,10095.140515188636,5.967433625746963,5.007918972135841,1992.9207030772538,1993.4722641235446,-4.173167063617498,1.875953656269587,-0.029637056710264176,769.3449000871753,767.8449196269792,765.782080292111,883.1956948679544,0.06171877927201752,1649.8062067666624,-0.009016483287231591,-0.004923145922622843,1.9832437255354753,1.0045879309504937,2.98741282652502,0.9960836557061103,6.993051195978359,0.9944605899103676,1993.2059877425415,1.9875968041409284,441.3576962425379,155.70885732731608,85.45682646453291,-0.28433796486356044,0.5948917740606277,0.4061162888003427,-0.14726341365564366,-0.479101612983051,3.931097908533767,2009.9454384155638,178509.19943040944,RL,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
-20.778549847309932,525808676.8048777,20.00961411994507,67.88230819855376,8082.912173493675,6.00750125584829,6.980370240470422,1992.850112555771,2006.4673013539996,1.3828424078995027,952.4497265178849,-1.1384662426461531,235.00575049080874,1169.3557028419452,1188.4812963429597,1.867635204179237,0.6537789994475434,1199.5047061582138,0.9983890949318324,-0.0013941973151669618,1.9947819400909845,0.0060057309170700734,3.0179380978858035,1.0028598797810562,6.00064573930656,-0.015123501898376523,1991.1693392608913,2.0072689816407356,430.8910721111812,478.314422433971,18.06093520678139,0.297603779639946,-0.0814699706960571,0.8297762255952215,-0.3214099202180676,506.1127023377949,2.9482764271252284,2010.0440592353275,186158.73288842797,RM,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,Missing,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Missing,Missing,Missing,Missing,Missing,Y,Missing,Missing,Missing,WD ,Normal
25.503187720165897,526781866.75547516,59.46615302071606,62.92004857162879,8405.991143993606,6.002852989264294,4.987450925045838,1998.0268036695086,1998.3903712747729,-1.4087852928004594,-10.547768821048521,1.5959154263408664,794.5035402219172,783.314679747609,788.5536391898538,681.0700810772125,0.5789558367963554,1461.191013003791,-0.00705100588551788,-0.0028100382025790654,1.996902256297333,1.0093244918714952,2.996505218399922,0.9952720964280046,7.027949394158798,1.0215376442035713,1998.694140076544,1.993703210438731,394.0185281164079,-2.840557232542139,73.80360007918631,0.2956138612543917,-0.44776161473417764,0.019930176393639698,-2.3574563178945644,-12.463354501376983,5.064987334026471,2010.0084887882838,180260.2507705782,RL,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,Missing,TA,Po,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Fa,Mod,Missing,Missing,Missing,Missing,Missing,Y,Missing,GdWo,Shed,WD ,Normal
-9.747549792708242,528407071.3123288,20.857397518554066,85.43189505879528,10354.814110652715,7.0090093136121165,5.01107991836777,1989.9227009067245,1989.6969692126243,-0.5909283574746667,640.3832195465499,-2.8326416140498054,662.4648697072719,1288.8187061370863,1344.5183072961001,-7.2491581968261585,0.32541612591756053,1341.869514752742,0.9947319841847221,-0.005293086931877994,1.0013118529387146,0.9918464237460602,1.992986525052997,0.9928168487491812,5.04985797991226,1.0404112349276127,1990.5282549003387,2.009309302525952,501.4213891054016,190.56592693569365,0.09635454192514459,-0.5013422322903978,0.3640560621761577,-2.5322010815104115,0.7989697432342371,-12.45335165894933,2.0972496578025996,2009.99012362118,171004.6004786182,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,Missing,Missing,Missing,New,Partial
19.376819813993734,533926697.1863147,120.37033572523374,68.03989396765083,6955.253731769159,7.992488879290402,4.995005770429147,1985.5555415042115,1984.977503232532,1.3001316686918045,369.4209953674128,1116.7501717391556,0.29906856114200764,1495.9869485177044,1503.0785672080856,6.059741814171389,0.39657529921700263,1506.2436384595835,1.0041931077950959,-0.0009057115848470701,1.0064911591208692,1.009439100183588,0.9904861224642256,0.9920170618147285,3.9861608579150105,-0.004214889838264568,1984.601429123341,2.0097774462192364,520.430989572942,0.9305348005927954,54.29905897384368,-0.46415451461424695,0.06791315335306614,139.6006603145674,-0.7184398342955158,-14.852461945495136,5.994259790477299,2010.0020715301948,213082.2779044291,RL,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Missing,TA,TA,PConc,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Missing,Detchd,Unf,TA,TA,Y,Missing,MnPrv,Missing,WD ,Normal
6.978052653653549,527927769.1413394,59.89622058828923,47.427836818954304,53468.57932953368,8.022195462480775,4.996346204025005,2002.8245715900418,2002.3196638812851,599.9083658829863,1442.1853845595488,-2.4349593628947375,254.3058352934218,1654.5905332738612,1682.6181933201283,1580.6329555005577,-0.5471662319843507,3260.5116256709643,1.0066079244317905,-0.009789114376698355,3.007385270584898,1.0155444416091657,4.00638068523049,1.0015515732672826,11.978384683819222,1.0174630813280268,2002.2810313046464,3.0029097914074105,839.3663906526895,503.589278630663,36.84250139674458,2.0329973406264585,0.03674809101032839,212.2339266824276,-0.2262479082147606,6.785235066362219,6.007177520687977,2009.954957253439,538766.4888871999,RL,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,WdShing,Wd Shng,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,Missing,Missing,Missing,New,Partial
26.75373703616515,532560202.58674324,49.92260016532016,151.1562146355338,12209.904052577891,8.069308707172214,7.029755271486701,1988.4404221122093,2005.150131325271,0.8312168268504081,426.66268876080613,4.013906420850333,125.19935907396626,565.8837061583469,1086.9863876527977,679.4003130692215,-0.6533708473342701,1754.2731305649984,-0.0032105971765858943,0.00425824839910674,1.992055534249154,-0.006603992449278062,3.998554903271545,0.9994266093664613,7.944128657915142,0.018525526373330714,1987.1787407354734,2.014217444279426,486.90049843765524,322.8787639538582,11.04006417606189,0.8637318935278451,0.005454674734260756,-0.04578996826500514,-0.6714571825021856,-18.108862989300206,6.038978823525632,2009.9568058145435,163821.45497714315,RL,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,Gable,CompShg,VinylSd,VinylSd,Missing,TA,Fa,PConc,TA,Fa,No,Rec,Unf,GasA,Ex,N,SBrkr,Fa,Typ,Missing,Missing,Missing,Missing,Missing,N,Missing,Missing,Missing,WD ,Normal
27.407138560014346,531210682.2926425,20.78888606339587,88.09983928452203,11424.388916985437,8.99975244536892,1.9834207826211636,2009.3583345234115,2009.7915607392313,352.5569206365255,1458.0959188168097,-4.744508886400624,405.1730161319965,1852.3055335474842,1867.056571063758,-1.766968331526357,-0.31805764944331116,1850.826150033018,0.9653661566536946,0.0026563641247133174,1.0041515636574139,1.0092841046612484,1.0239070013213687,0.9941465131647245,8.021291871289602,1.014965833189244,2009.8705541549316,3.002441438076827,837.75574799581,104.90025869205833,2.0586725392229326,-1.1517731661180655,0.14645194660482863,0.6949397868477742,-0.28602057394804437,20.732981114898156,6.026584206234047,2009.9926791432579,394919.8971607356,RL,Pave,Missing,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,Stucco,Missing,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,Fa,TA,N,Missing,Missing,Missing,WD ,Abnorml
23.959090964831375,528311440.20832765,20.476330052200453,140.12872051407365,19346.21482455558,3.9878462122603513,5.0404487459548495,1950.497240527862,1951.0800136820574,0.5962956699284376,108.26768891686208,-2.673354003317364,744.1130427392815,873.6564116011733,882.017632287488,1.7092343879040186,0.25430106450095735,880.0441512902316,0.004506896801637739,0.001496025414375761,1.009340526239058,-0.005361442110409453,1.9941831165156425,1.0106826278459318,3.975034138330296,-0.0006580451973643431,1950.3873547843436,2.0036165289203733,398.3014144054104,0.9394073566659813,1.8203495177416897,0.4351604246728904,0.5094672668886657,-1.1878789873190634,0.4660645751907906,-1.530766708367814,6.070162052305463,2010.0472558471818,141018.16475869424,RL,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Missing,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
-4.292963573933093,522350409.3555367,21.359336929159262,85.39708519587198,13303.819150099625,6.027767769305211,6.0304820506427985,1978.663548934489,1987.9084197696393,119.24964751198878,785.8232372497267,158.22275310181487,597.4764707166909,1551.2113425596792,2067.462636974933,3.2977392814945574,-0.05945824455841109,2073.3524968455267,1.002090984180111,0.0019143525959299315,2.007885590547125,-8.27098066182308e-05,2.98072557186994,1.0009131313150288,6.9956686548377816,1.995483127103356,1978.2002593400186,2.000338539619151,499.45994730185316,343.0143249925825,-0.691923254479839,-1.0853491642478978,-0.46884713352134755,-0.2659621958130991,2.0240324196081367,2.837242136962047,2.0529454392608875,2009.940188019105,207246.08181532793,RL,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Missing,Attchd,RFn,TA,TA,Y,Missing,MnPrv,Missing,WD ,Normal
48.83632299373994,533178898.1059114,20.1984192496704,104.81978622480983,11613.030595578577,5.982802219355579,5.996346558955058,1976.532189321069,1977.2509933440786,475.03692309416476,703.3723315621439,7.316831964168934,1135.3036148232245,1846.9357764653928,1855.351283193901,8.702210693464394,0.5637432263736182,1854.0239368163097,-0.012954521785006945,0.009714789066699904,2.0044293760073324,-0.018529395140408245,2.997089739996587,0.9985819361713416,7.001825074675615,1.0019031860422971,1976.8214909412268,2.0158213710323762,549.9407289776535,-1.175357417779992,121.15573072897713,1.2643227408105098,-0.266268031057483,1.7450312366976668,-0.7466126336556789,2.9105339227384164,0.9620304539906348,2009.9739308890762,190005.60573315757,RL,Pave,Missing,IR1,Lvl,NoSeWa,CulDSac,Gtl,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,Rec,GasA,Gd,Y,FuseA,Gd,Typ,Gd,Basment,RFn,TA,TA,Y,Missing,Missing,Missing,COD,Abnorml
52.982585460912105,532939127.5055845,84.85290704987467,85.09804658658908,10629.60006889353,7.046866781117914,5.97769222287143,1973.4893787954686,1974.0016201618346,75.90425215776253,900.8638059840431,171.40178660904087,-18.798408211238097,1043.0576554587128,1175.384675526717,13.537907162214424,-1.1615639281849424,1182.2152292781639,0.983537862765188,0.0037504679413105785,1.9936841846519746,0.005581989374787266,3.0072350171018787,0.9928484718376639,5.973473425395805,2.0034613448221483,1973.4265553812907,1.9903423079680982,531.5673612571777,0.09263137333203986,118.40770876355296,-1.0058589345277404,-0.14825053587090853,-0.34057223880101617,0.29141985489691224,4.371107823102243,1.032485283029069,2009.9914869118245,170546.39256750996,RL,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
51.18655775292268,530182155.76179177,61.188103803536805,68.36109926937542,7274.770221188168,6.986850241914682,4.983882874340032,2000.1566159189513,1999.8064428130242,1.9291641577955403,524.9806171654086,-0.3567049152950119,279.16642378400087,816.6673989063408,790.9934663925778,860.3398879864258,1.241572911505565,1665.0176937386511,0.9974041618254162,0.004023007505331605,2.023340713961647,0.9982207288304972,3.0063117116798583,1.0017244284593476,6.941954088268872,-0.0030840973685229978,2000.8180580531744,1.9952518387358196,657.6410840511062,1.0242284290684864,96.58914122880107,0.9411875394030993,0.6895181262793253,-1.1486306673704618,-0.22221812960379195,-3.5965555121571953,1.1027080718217048,2009.9412593699947,216018.29303922394,FV,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Missing,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
59.23652068077604,533076548.9651356,20.189705789726915,67.85762663427947,11121.882020338198,5.977872216635579,7.003021981702832,1969.9416140579635,1970.5280223520958,182.527230761428,592.6466253438296,-2.0067718657665807,430.6553850116295,1005.0475248244253,1008.006447883841,-19.356551565249617,-0.9250222521434228,1011.1552116068214,1.0093826356276758,-0.004506032465521989,1.0066171280855114,-0.0025336269120731503,1.9963480404939953,0.9936854202905796,5.0174907064068845,1.016834178038788,1970.6970906406523,2.0054830189783397,476.8065800014172,0.025117264191948152,1.6325355115446811,1.4224286320905932,-0.45586526266808036,0.20345792265363905,0.3491797793775515,707.0561010912838,2.9853481675869413,2009.9927983441505,148362.3026278889,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
